text,label
"['matter', 'going']",PREMISE
"['due', 'delivery', 'child', 'medical', 'examination', 'taking', 'procedural', 'investigation', 'part']",PREMISE
"['considering', 'possibility', 'prosecution', 'evidence', 'proper', 'grant', 'interim', 'protection', 'applicant']",PREMISE
"['nothing', 'record', 'present', 'show', 'love', 'affair', 'victim', 'applicant']",PREMISE
"['contra', 'father', 'forcible', 'sexual', 'intercourse', 'applicant']",PREMISE
"['due', 'application', 'following', 'order']",CONCLUSION
"['application', 'say', 'given']",PREMISE
"['learned', 'advocate']",PREMISE
"['learned', 'advocate', 'accused', 'falsely', 'present', 'crime', 'initially', 'applicant', 'one', 'report', 'police', 'deceased', 'informant', 'family', 'section', 'daughter', 'suicide']",PREMISE
"['sessions', 'trial', 'pending', 'suicide', 'present', 'informant', 'son', 'false', 'complaint', 'line', 'present']",PREMISE
"['section', 'made']",PREMISE
"['need', 'custodial', 'interrogation', 'accused']",PREMISE
"['one', 'accused', 'already', 'police', 'first', 'day', 'production', 'accused', 'taken', 'holding', 'need', 'custodial', 'interrogation', 'said', 'order', 'police', 'revision']",PREMISE
"['law', 'abiding', 'criminal', 'ready', 'abide']",PREMISE
"['learned', 'question', 'serious', 'nature']",PREMISE
"['custodial', 'interrogation']",PREMISE
"['rejection', 'anticipatory', 'bail', 'application']",CONCLUSION
"['gone', 'investigation', 'produced', 'learned', 'perusal']",PREMISE
"['clear', 'deceased', 'late', 'daughter', 'present', 'applicant', 'love', 'marriage', 'could', 'suicide']",PREMISE
"['thereafter', 'present', 'applicant', 'report', 'family', 'informant', 'crime', 'came', 'registered', 'sessions', 'trial', 'pending']",PREMISE
"['learned', 'advocate', 'accused', 'registered', 'report', 'applicant', 'year', 'year', 'present', 'applicant', 'present', 'informant', 'consent', 'marriage', 'deceased', 'therefore', 'suicide']",PREMISE
"['present', 'informant', 'applicant', 'consent', 'marriage']",PREMISE
"['nothing', 'attempt', 'book', 'false', 'case']",PREMISE
"['learned', 'advocate', 'without', 'even', 'assumed', 'moment', 'deceased', 'withdrawing', 'sessions', 'case', 'said', 'done', 'intention', 'induce', 'commit', 'suicide']",PREMISE
"['according', 'learned', 'advocate', 'prima']",CONCLUSION
"['learned', 'advocate', 'also', 'copy', 'first', 'remand', 'accused', 'order', 'first', 'production', 'accused', 'learned', 'find', 'need', 'custodial', 'interrogation', 'accused', 'judicial', 'custody', 'said', 'order', 'sufficient', 'indicate', 'custodial', 'interrogation', 'accused']",PREMISE
"['regard', 'made', 'accused', 'fact', 'another', 'case', 'registered', 'informant', 'family', 'basis', 'report', 'given', 'present', 'applicant', 'section', 'find', 'custodial', 'interrogation', 'present', 'necessary']",PREMISE
"['regard', 'made', 'nature', 'crime', 'prima', 'find', 'specific', 'role']",PREMISE
"['admittedly', 'criminal', 'accused']",PREMISE
"['therefore', 'find', 'present', 'case', 'anticipatory', 'bail']",CONCLUSION
"['pass', 'following', 'order']",CONCLUSION
"['application', 'say', 'given', 'respondent']",PREMISE
"['learned', 'advocate', 'applicant']",PREMISE
"['learned', 'advocate', 'applicant', 'accused', 'falsely', 'present', 'crime', 'brother', 'similar', 'type', 'complaint', 'informant', 'family', 'applicant', 'niece', 'suicide']",PREMISE
"['prima', 'made', 'accused', 'deceased', 'commit', 'suicide']",PREMISE
"['admittedly', 'applicant', 'criminal']",PREMISE
"['likelihood', 'getting', 'absconded', 'permanent', 'resident']",PREMISE
"['release', 'accused', 'bail']",CONCLUSION
"['contra', 'learned', 'question', 'serious', 'nature']",PREMISE
"['regard', 'fact', 'accused', 'applicant', 'influential', 'person', 'possibility', 'may', 'tamper', 'prosecution', 'evidence']",PREMISE
"['rejection', 'application']",CONCLUSION
"['carefully', 'gone', 'present', 'crime', 'also', 'copy', 'registered', 'police', 'station', 'year', 'present', 'informant', 'family', 'accused', 'section']",PREMISE
"['admittedly', 'present', 'applicant', 'accused', 'produced', 'first', 'date', 'production', 'taken', 'judicial', 'custody', 'police', 'machinery', 'said', 'order', 'said', 'accused', 'applicant', 'operate', 'investigation']",PREMISE
"['regard', 'totality', 'made', 'nature', 'find', 'purpose', 'keeping', 'accused', 'applicant', 'behind', 'bar']",PREMISE
"['far', 'apprehension', 'expressed', 'learned', 'regarding', 'evidence', 'care', 'taken', 'imposing', 'needful', 'hence', 'following', 'order']",CONCLUSION
"['victim', 'aged', 'lodged', 'report', 'applicant', 'e', 'friend', 'brother', 'house', 'college', 'told', 'thereby', 'modesty']",PREMISE
"['according', 'applicant', 'falsely', 'matter']",PREMISE
"['taking', 'education', 'permanently']",PREMISE
['criminal'],PREMISE
"['ready', 'abide']",PREMISE
"['release', 'bail']",CONCLUSION
"['application', 'ground', 'investigation', 'progress']",PREMISE
"['victim', 'locality', 'applicant', 'pressurize', 'victim']",PREMISE
"['possibility', 'prosecution', 'evidence']",PREMISE
"['reject', 'application']",CONCLUSION
"['applicant', 'serious']",PREMISE
[],PREMISE
"['considering', 'nature', 'investigation', 'practically']",PREMISE
"['personal', 'custody', 'applicant']",PREMISE
['resident'],PREMISE
"['student', 'career', 'spoil', 'jail', 'unknown', 'period']",PREMISE
['criminal'],PREMISE
"['purpose', 'would', 'serve', 'keeping', 'applicant', 'behind', 'bar', 'unknown', 'period']",CONCLUSION
"['due', 'application', 'following', 'order']",CONCLUSION
"['wife', 'thereby', 'every', 'likelihood', 'police', 'may', 'register', 'punishable', 'read']",PREMISE
"['received', 'phone', 'police']",PREMISE
"['therefore', 'genuine', 'apprehension']",PREMISE
['crime'],PREMISE
"['due', 'domestic', 'police']",PREMISE
['grant'],CONCLUSION
['learned'],PREMISE
[],PREMISE
"['presently', 'crime', 'registered', 'therefore', 'application']",PREMISE
"['however', 'necessary', 'direction', 'given', 'concern', 'investigation', 'officer', 'giving', 'prior', 'notice', 'case', 'registration', 'crime']",CONCLUSION
[],PREMISE
"['complaint', 'complainant', 'year', 'till', 'time', 'time', 'money', 'interest', 'business', 'purpose']",PREMISE
"['however', 'complainant', 'interest', 'amount', 'complainant']",PREMISE
"['complainant', 'interest', 'amount', 'take', 'necessary', 'legal', 'action', 'complainant']",PREMISE
"['applicant', 'double', 'interest', 'principal', 'amount', 'complainant', 'also', 'complainant', 'forcefully', 'taken', 'two', 'complainant']",PREMISE
[],CONCLUSION
"['stated', 'innocent']",PREMISE
"['custodial', 'interrogation']",PREMISE
"['nothing', 'discovered', 'instance']",PREMISE
[],PREMISE
"['done', 'act']",PREMISE
"['custodial', 'interrogation', 'necessary']",PREMISE
"['ad', 'interim', 'protection']",CONCLUSION
"['hearing', 'reasonable', 'apprehension', 'mind', 'arrest', 'non', 'applicant']",PREMISE
"['settled', 'position', 'ad', 'interim', 'bail', 'till', 'filing', 'reply', 'opponent']",CONCLUSION
"['following', 'order']",CONCLUSION
"['learned', 'applicant', 'vehemently', 'attract', 'however', 'learned', 'bail', 'application', 'erroneously', 'directed', 'add']",PREMISE
"['rest', 'bailable']",PREMISE
"['since', 'beginning', 'applicant', 'hence', 'bail']",CONCLUSION
"['contrary', 'learned', 'complainant', 'soon', 'accident', 'applicant', 'fled', 'away', 'instead', 'hospital']",PREMISE
"['thus', 'role']",CONCLUSION
"['going', 'conspicuous', 'midnight', 'informant', 'another', 'pillion', 'rider', 'two', 'wheeler', 'driven']",PREMISE
"['near', 'one', 'four', 'wheeler', 'came', 'opposite', 'direction', 'scooter']",PREMISE
"['accident', 'duo', 'sustained', 'head', 'four', 'wheeler', 'stop', 'somebody', 'thereafter', 'duo', 'declared', 'dead']",PREMISE
"['initially', 'allied', 'however', 'accused', 'produced', 'added', 'observing', 'accused', 'knowledge']",PREMISE
"['material', 'record', 'accused', 'aware', 'much', 'sustained', 'ordinary', 'course', 'sufficient', 'cause', 'death']",PREMISE
['accident'],PREMISE
"['inaction', 'part', 'accused', 'could', 'refer', 'hospital']",PREMISE
['prosecution'],PREMISE
"['secondly', 'applicant', 'since', 'behind', 'bar']",PREMISE
"['period', 'maximum', 'investigation', 'could']",PREMISE
"['thirdly', 'applicant', 'professional', 'interior', 'designer', 'criminal', 'much', 'less', 'record']",PREMISE
"['true', 'mishap', 'two', 'lost']",PREMISE
"['extent', 'deceased', 'peril', 'since', 'two', 'pillion']",PREMISE
"['possibility', 'losing', 'balance', 'soon', 'seeing', 'another', 'vehicle', 'came', 'opposite', 'direction', 'midnight', 'due', 'headlight', 'thereof']",PREMISE
"['applicant', 'fruitful', 'purpose', 'could', 'prosecution', 'levy', 'certain', 'would', 'suffice', 'purpose']",PREMISE
"['considering', 'nature', 'applicant', 'criminal', 'permanent', 'resident', 'profession', 'maximum', 'investigation', 'view', 'applicant', 'conditional', 'bail']",PREMISE
['order'],CONCLUSION
"['mother', 'victim', 'lodged', 'report', 'victim', 'aged', 'near', 'public', 'toilet', 'area']",PREMISE
"['returned', 'house', 'frightened', 'condition']",PREMISE
"['upon', 'inquiry', 'told', 'previous', 'day', 'near', 'public', 'toilet', 'applicant', 'toilet', 'nude', 'condition', 'near', 'private', 'part']",PREMISE
"['mother', 'victim', 'went', 'house', 'applicant', 'ask', 'reason', 'act']",PREMISE
"['sickle', 'mother', 'victim', 'kill', 'complaint', 'police', 'station']",PREMISE
"['according', 'applicant', 'falsely', 'matter']",PREMISE
"['family', 'depending', 'upon']",PREMISE
"['earning', 'member', 'family']",PREMISE
['practically'],PREMISE
"['never', 'victim']",PREMISE
"['delay', 'lodging', 'report']",PREMISE
['permanently'],PREMISE
['criminal'],PREMISE
"['ready', 'abide']",PREMISE
"['release', 'bail']",CONCLUSION
"['application', 'ground', 'investigation', 'progress']",PREMISE
"['pressurize', 'victim']",PREMISE
"['possibility', 'prosecution', 'evidence']",PREMISE
"['previously', 'p', 'u', 'applicant']",PREMISE
"['reject', 'application']",CONCLUSION
"['applicant', 'serious']",PREMISE
[],PREMISE
[],PREMISE
"['recovery', 'made']",PREMISE
"['considering', 'nature', 'investigation', 'practically']",PREMISE
"['personal', 'custody', 'applicant']",PREMISE
"['earning', 'member', 'family', 'family', 'depending', 'upon']",PREMISE
"['considering', 'application', 'grant', 'bail', 'duty', 'court', 'find', 'role', 'accused', 'case', 'possibility', 'away', 'jurisdiction', 'court']",PREMISE
"['laid', 'citation', 'noted']",PREMISE
['resident'],PREMISE
"['moreover', 'investigation', 'almost']",PREMISE
"['therefore', 'ground', 'criminal', 'proper', 'deny', 'bail']",CONCLUSION
"['strict', 'suffice', 'purpose', 'application', 'following', 'order']",CONCLUSION
"['application', 'say', 'sides', 'material', 'record']",PREMISE
"['complainant', 'p', 'along', 'accused', 'came', 'agriculture', 'land', 'complainant', 'destroy', 'water', 'pipe', 'line', 'pump', 'starter']",PREMISE
"['complainant', 'son', 'came', 'spot', 'incident']",PREMISE
"['time', 'accused', 'complainant']",PREMISE
[],CONCLUSION
"['stated', 'innocent']",PREMISE
"['prior', 'accused', 'police', 'complaint', 'complainant']",PREMISE
"['complaint', 'nothing', 'counter', 'blast', 'complaint', 'given']",PREMISE
"['custodial', 'interrogation', 'necessary']",PREMISE
"['specific', 'role']",PREMISE
[],PREMISE
"['anticipatory', 'bail']",CONCLUSION
"['want', 'seize', 'weapon', 'used']",PREMISE
"['want', 'interrogate', 'detail', 'incident']",PREMISE
"['custodial', 'interrogation', 'necessary', 'purpose', 'fair', 'investigation']",PREMISE
"['reject', 'application']",CONCLUSION
"['hearing', 'sides', 'material', 'record', 'complaint', 'informant', 'filing', 'complaint', 'informant']",PREMISE
"['dispute', 'informant', 'account', 'pipeline', 'agricultural', 'field']",PREMISE
['triable'],PREMISE
"['specific', 'role', 'crime']",PREMISE
"['custodial', 'interrogation', 'necessary']",PREMISE
"['ready', 'abide', 'operate', 'investigating', 'agency']",PREMISE
"['considering', 'case', 'hurdle', 'release', 'anticipatory', 'bail']",PREMISE
"['following', 'order']",CONCLUSION
['tenability'],PREMISE
['already'],PREMISE
"['investigation', 'however', 'took', 'otherwise', 'garb', 'apprehension']",PREMISE
"['going', 'record', 'conspicuous', 'landlady', 'detail', 'lodged', 'accused', 'furtherance', 'common', 'intention', 'modesty', 'public', 'video', 'said', 'act', 'public']",PREMISE
"['separate', 'crime', 'registered']",PREMISE
"['conscious', 'registration', 'crime', 'sine', 'qua', 'non']",PREMISE
"['however', 'around', 'needs', 'properly', 'find', 'truth']",PREMISE
"['grant', 'arrest', 'bail', 'condition', 'shall', 'make', 'available', 'interrogation']",PREMISE
"['deliberately', 'suppressed', 'fact', 'since', 'page', 'said', 'order']",PREMISE
"['however', 'curiosity', 'said', 'order', 'file', 'dais', 'fact', 'revealed']",PREMISE
"['said', 'practice', 'sheerly', 'deprecable', 'part', 'lawyer']",PREMISE
"['learned', 'respondent', 'interrogation', 'purpose', 'liberty', 'kept', 'tact', 'order', 'however', 'pressurize', 'police', 'machinery', 'present']",PREMISE
"['view', 'see', 'applicant', 'devoid']",PREMISE
['order'],CONCLUSION
"['case', 'applicant', 'accused', 'mediator', 'settlement', 'marriage', 'complainant', 'sister', 'dowry', 'father', 'law', 'complainant', 'sister']",PREMISE
"['order', 'drop', 'sister', 'time', 'applicant', 'accused', 'sharp', 'weapon', 'tommy', 'also', 'thrown', 'chilly', 'powder', 'complainant', 'snatched', 'gold', 'chain', 'cash', 'amount']",PREMISE
"['learned', 'counsel', 'accused', 'accused', 'falsely']",PREMISE
['section'],PREMISE
"['relevant', 'time', 'incident', 'accused', 'present', 'spot', 'incident', 'village']",PREMISE
"['custodial', 'interrogation', 'accused', 'necessary', 'therefore', 'accused', 'anticipatory']",PREMISE
"['contra', 'learned', 'accused', 'furtherance', 'common', 'intention', 'complainant', 'deadly', 'weapon', 'grievous', 'hurt', 'snatched', 'gold', 'chain']",PREMISE
"['spot', 'incident']",PREMISE
"['card', 'driving', 'license', 'card', 'accused', 'found', 'spot', 'incident']",PREMISE
"['custodial', 'interrogation', 'accused', 'necessary', 'order', 'seize', 'car', 'accused', 'accused', 'spot', 'incident']",CONCLUSION
"['police', 'prima', 'basis', 'report', 'lodged', 'complainant', 'crime', 'came', 'registered', 'accused']",PREMISE
"['moreover', 'relevant', 'time', 'incident', 'accused', 'complainant', 'tommy', 'snatched', 'gold', 'chain', 'cash', 'amount', 'complainant']",PREMISE
"['moreover', 'certificate', 'hospital', 'injured', 'admitted', 'hospital', 'history', 'assault', 'blunt', 'trauma', 'occipital', 'region', 'back', 'back', 'neck', 'left', 'arm', 'nose', 'abrasion', 'nose', 'around', 'exposure', 'chilly', 'powder']",PREMISE
"['thus', 'stage', 'certificate', 'hospital']",PREMISE
"['learned', 'counsel', 'accused', 'certificate', 'show', 'relevant', 'time', 'incident', 'applicant', 'accused', 'village', 'therefore', 'possible', 'remain', 'present', 'time', 'incident']",PREMISE
"['however', 'pertinent', 'note', 'accused', 'role', 'specifically']",PREMISE
"['moreover', 'certificate', 'hospital']",PREMISE
"['contention', 'accused', 'present', 'spot', 'incident', 'acceptable']",CONCLUSION
"['moreover', 'custodial', 'interrogation', 'accused', 'necessary', 'investigation']",PREMISE
"['view', 'accused', 'anticipatory', 'bail']",CONCLUSION
"['pass', 'following', 'order']",CONCLUSION
['learned'],PREMISE
"['applicant', 'name', 'figure']",PREMISE
[],PREMISE
['nothing'],PREMISE
"['cash', 'pocket']",PREMISE
"['role', 'play']",PREMISE
"['parade', 'applicant', 'accused']",PREMISE
['material'],PREMISE
"['sufficient', 'period', 'behind', 'bar']",PREMISE
"['identification', 'parade', 'change']",PREMISE
['learned'],PREMISE
"['swami', 'applicant', 'complainant', 'friend', 'accused']",PREMISE
"['admitted', 'hospital']",PREMISE
[],PREMISE
[],PREMISE
"['per', 'story', 'prosecution', 'deceased', 'two', 'wheeler', 'taken', 'round', 'whole', 'village', 'probable']",PREMISE
['nothing'],PREMISE
"['investigation', 'charge', 'sheet']",PREMISE
['young'],PREMISE
"['name', 'accused', 'figured']",PREMISE
"['specifically', 'stated']",PREMISE
['change'],PREMISE
"['sheet', 'yet']",PREMISE
"['serious', 'one']",PREMISE
"['death', 'life', 'whereas', 'life', 'imprisonment']",PREMISE
"['bail', 'application', 'accused', 'came']",PREMISE
"['case', 'found', 'show', 'identification', 'parade', 'applicant', 'victim']",PREMISE
"['stage', 'difficult', 'hold', 'change', 'entertain', 'second', 'bail', 'application']",CONCLUSION
"['contrary', 'say', 'police', 'specifically', 'identification', 'parade', 'yet']",PREMISE
"['face', 'record', 'rather', 'statement', 'victim', 'specifically', 'seen', 'overt', 'act', 'applicant']",PREMISE
"['caught', 'hold', 'caller', 'forcibly', 'took', 'motorcycle', 'taken', 'terrace', 'building']",PREMISE
"['also', 'iron', 'rod', 'belt']",PREMISE
"['prime', 'accused', 'present', 'case', 'per', 'statement', 'victim']",PREMISE
[],PREMISE
[],PREMISE
"['serious', 'one']",PREMISE
"['punishment', 'provided', 'punishable']",PREMISE
"['view', 'bail']",CONCLUSION
"['proceed', 'pass', 'following', 'order']",CONCLUSION
"['application', 'say', 'sides', 'material', 'record']",PREMISE
"['case', 'short', 'p', 'informant', 'wife', 'took', 'meal', 'vegetable', 'shop']",PREMISE
"['thereafter', 'informant', 'wood', 'cutting']",PREMISE
"['wife', 'came', 'outside', 'house', 'told', 'cut', 'wood', 'due', 'noise', 'could', 'sleep']",PREMISE
"['account', 'son', 'namely', 'came', 'informant', 'wife']",PREMISE
"['complainant', 'wife', 'account', 'noise', 'wood', 'cutting', 'machine']",PREMISE
"['wife', 'informant', 'altercation']",PREMISE
"['applicant', 'also']",PREMISE
"['due', 'informant', 'wife', 'sustained']",PREMISE
['accused'],CONCLUSION
"['applicant', 'falsely', 'crime', 'ulterior', 'motive']",PREMISE
"['sustained', 'informant', 'wife', 'simple', 'nature']",PREMISE
"['ingredient', 'present', 'fact', 'case', 'sustained', 'come', 'within', 'purview', 'section']",PREMISE
"['applicant', 'aged']",PREMISE
"['jail', 'life', 'spoiled']",PREMISE
"['investigation', 'practically']",PREMISE
"['custody', 'applicant', 'purpose']",PREMISE
"['ready', 'operate', 'investigating', 'agency']",PREMISE
"['ready', 'abide']",PREMISE
"['grounds', 'release', 'bail']",CONCLUSION
"['hand', 'prima', 'accusation', 'applicant']",PREMISE
"['applicant', 'bail', 'possibility', 'cognizable']",PREMISE
"['applicant', 'bail', 'possibility', 'prosecution', 'evidence']",PREMISE
"['investigation', 'primary', 'stage']",PREMISE
['accused'],PREMISE
"['applicant', 'bail', 'may', 'create', 'hurdle', 'arrest', 'accused']",PREMISE
"['looking', 'gravity', 'application', 'liable']",CONCLUSION
"['considering', 'submission', 'sides', 'material', 'record', 'practically']",PREMISE
"['applicant', 'aged']",PREMISE
"['gone', 'injury', 'certificate', 'informant', 'wife']",PREMISE
"['injury', 'simple', 'nature']",PREMISE
"['prima', 'find']",PREMISE
"['applicant', 'custody', 'since']",PREMISE
"['ready', 'abide', 'every']",PREMISE
"['considering', 'circumstance', 'case', 'hurdle', 'release', 'applicant', 'bail', 'imposing', 'certain']",PREMISE
"['proceed', 'pass', 'following', 'order']",CONCLUSION
"['application', 'say', 'given', 'respondent']",PREMISE
"['learned', 'advocate', 'accused', 'learned', 'respondent']",PREMISE
"['learned', 'advocate', 'incident', 'crime', 'came', 'registered', 'complaint']",PREMISE
"['unknown', 'first', 'section', 'applied']",PREMISE
"['however', 'subsequently', 'section', 'added', 'police', 'though']",PREMISE
"['informant', 'friend']",PREMISE
"['accused', 'criminal']",PREMISE
"['ready', 'abide']",PREMISE
"['hand', 'learned', 'respondent', 'investigation', 'present', 'accused', 'footage', 'hotel']",PREMISE
"['direct', 'accused']",PREMISE
"['far', 'present', 'accused', 'concerned', 'another', 'crime', 'investigation', 'said', 'crime', 'admitted', 'involvement', 'present', 'crime']",PREMISE
"['accused', 'criminal']",PREMISE
"['investigation', 'progress']",PREMISE
"['accused', 'bail', 'possible', 'may', 'tamper', 'prosecution', 'evidence', 'may', 'get', 'abscond']",PREMISE
"['gone', 'investigation', 'produced', 'perusal']",PREMISE
"['direct', 'accused', 'blow', 'steel', 'kettle', 'head', 'informant', 'friend', 'two', 'three', 'informant', 'two', 'kick', 'fist', 'also', 'kept', 'hotel', 'glass', 'beer', 'bottle']",PREMISE
"['clear', 'direct', 'accused', 'involvement', 'crime']",PREMISE
['however'],PREMISE
"['far', 'present', 'accused', 'concerned', 'given', 'since', 'two', 'another', 'crime', 'investigation', 'said', 'crime', 'admitted', 'involvement', 'present', 'crime', 'booked', 'present', 'crime']",PREMISE
"['material', 'record', 'stage', 'connect', 'accused', 'crime']",PREMISE
"['regard', 'role', 'main', 'accused', 'fact', 'present', 'accused', 'present', 'crime', 'behind', 'around', 'one', 'month', 'present', 'crime', 'find', 'accused', 'bail']",PREMISE
"['far', 'apprehension', 'expressed', 'respondent', 'care', 'taken', 'imposing', 'necessary']",PREMISE
"['following', 'order']",CONCLUSION
"['application', 'say', 'given']",PREMISE
"['learned', 'advocate', 'applicant', 'accused', 'respondent']",PREMISE
"['learned', 'advocate', 'applicant', 'accused', 'present', 'applicant', 'accused', 'falsely', 'crime']",PREMISE
"['unknown', 'person']",PREMISE
"['eyewitness', 'incident']",PREMISE
"['accused', 'applicant', 'knowing', 'applicant', 'show', 'police', 'taken', 'action', 'crime']",PREMISE
"['applicant', 'criminal', 'antecedent']",PREMISE
"['ready', 'abide', 'condition']",CONCLUSION
"['learned', 'respondent', 'opposed', 'bail', 'application', 'crime', 'question', 'serious', 'nature']",PREMISE
"['applicant', 'criminal']",PREMISE
"['possibility', 'evidence']",PREMISE
"['also', 'every', 'likelihood', 'applicant', 'accused', 'bail', 'may', 'abscond']",PREMISE
"['gone', 'investigation', 'produced', 'perusal']",PREMISE
"['clear', 'complaint', 'made', 'unknown']",PREMISE
"['material', 'record', 'stage', 'prima', 'show', 'involvement', 'applicant', 'present', 'crime', 'connect', 'present', 'crime']",PREMISE
"['material', 'show', 'motive', 'commit', 'question']",PREMISE
"['material', 'letter', 'regarding', 'wherein', 'accused', 'applicant', 'crime']",PREMISE
"['regard', 'averment', 'unknown', 'person', 'fact', 'applicant', 'accused', 'jail', 'since', 'find', 'purpose', 'would', 'keeping', 'jail']",PREMISE
"['far', 'apprehension', 'expressed', 'prosecution', 'care', 'taken', 'imposing', 'necessary']",CONCLUSION
"['pass', 'following', 'order']",CONCLUSION
"['case', 'p', 'near', 'village', 'applicant', 'accused', 'along', 'accused', 'complainant', 'iron', 'rod', 'wooden', 'log', 'brick', 'grievous', 'hurt', 'intent', 'commit', 'murder']",PREMISE
"['learned', 'counsel', 'applicant', 'accused', 'applicant', 'accused', 'falsely']",PREMISE
"['incident', 'came', 'registered']",PREMISE
"['applicant', 'accused', 'beaten', 'injured']",PREMISE
"['nothing', 'custody', 'applicant', 'accused']",PREMISE
"['allegation', 'applicant', 'accused', 'beat', 'injured', 'brick', 'back', 'vital', 'part', 'body']",PREMISE
"['practically', 'investigation', 'therefore', 'applicant', 'bail']",PREMISE
"['hand', 'learned', 'name', 'applicant', 'accused', 'assailant', 'disclosed', 'statement', 'complainant', 'well']",PREMISE
"['accused', 'furtherance', 'common', 'intention', 'therefore', 'role', 'present', 'applicant', 'accused', 'stage']",PREMISE
"['applicant', 'accused', 'bail', 'pressurize', 'complainant', 'prosecution']",PREMISE
"['police', 'prima', 'statement', 'complainant', 'came', 'hospital', 'count', 'cost', 'cigarette', 'accused', 'therefore', 'accused', 'iron', 'rod', 'wooden', 'log']",PREMISE
"['present', 'applicant', 'accused', 'beat', 'complainant', 'brick']",PREMISE
"['moreover', 'police', 'show', 'police', 'already', 'spot', 'incident']",PREMISE
"['custodial', 'interrogation', 'applicant', 'accused', 'necessary']",PREMISE
"['considering', 'view', 'present', 'applicant', 'accused', 'bail', 'certain', 'prejudice', 'prosecution']",CONCLUSION
"['pass', 'following', 'order']",CONCLUSION
['wife'],PREMISE
"['married', 'year']",PREMISE
"['present', 'applicant', 'ill', 'demand', 'household']",PREMISE
"['since', 'last']",PREMISE
"['thereby', 'lodged', 'report']",CONCLUSION
"['marriage', 'taken', 'place', 'year']",PREMISE
"['previous', 'complaint', 'ill', 'treatment']",PREMISE
"['vague', 'nature']",PREMISE
['recovery'],PREMISE
"['bank', 'pointed', 'fact', 'amount', 'account']",PREMISE
['basis'],CONCLUSION
[],CONCLUSION
"['learned', 'say', 'overleaf', 'application']",PREMISE
"['investigation', 'progress']",PREMISE
[],PREMISE
"['application', 'may']",CONCLUSION
"['learned', 'learned']",PREMISE
[],PREMISE
"['extent', 'amount', 'ill']",PREMISE
"['general', 'nature']",PREMISE
"['immediate', 'recovery', 'pending']",PREMISE
"['immediate', 'custody', 'necessary']",CONCLUSION
"['society', 'therefore', 'presence']",PREMISE
"['presently', 'separately']",PREMISE
[],CONCLUSION
"['prefer', 'pass', 'following', 'order']",CONCLUSION
"['case', 'prosecution', 'one']",PREMISE
['husband'],PREMISE
"['survey', 'standing', 'name', 'said', 'owner', 'possessor']",PREMISE
['mother'],PREMISE
"['came', 'acquainted', 'real', 'estate', 'agent', 'induced', 'find', 'good', 'plot', 'original', 'sale', 'deed', 'said', 'plot', 'blank', 'stamp', 'paper', 'standing', 'name', 'death', 'certificate']",PREMISE
"['repeatedly', 'file', 'applicant', 'wife', 'gave', 'false', 'assurance', 'family', 'applicant', 'wife', 'decided', 'sale', 'plot', 'would', 'return', 'amount']",PREMISE
"['amount', 'receipts', 'respect', 'money', 'taken']",PREMISE
"['one', 'day', 'plot', 'people', 'meter']",PREMISE
"['people', 'left', 'spot', 'without', 'fixing', 'meter']",PREMISE
"['days', 'applicant', 'wife', 'got', 'fitted', 'electric', 'meter', 'outer', 'shed', 'plot']",PREMISE
['information'],PREMISE
"['applicant', 'wife', 'document', 'blank', 'stamp', 'paper', 'executed', 'sale', 'deed', 'name', 'forging', 'original', 'father', 'mother', 'electric', 'connection', 'said', 'plot']",PREMISE
"['plot', 'three', 'tin']",PREMISE
"['complainant', 'executed', 'registered', 'leave', 'license', 'agreement', 'tenant']",PREMISE
"['applicant', 'wife', 'threatening', 'tenant', 'bad']",PREMISE
"['thumb', 'impression', 'taking', 'leave', 'license', 'agreement']",PREMISE
"['complaint', 'came', 'registered']",CONCLUSION
[],CONCLUSION
"['argument', 'stated', 'husband', 'wife']",PREMISE
"['connection', 'crime']",PREMISE
"['family', 'family', 'well', 'acquainted', 'good', 'last', 'many']",PREMISE
"['deceased', 'mother', 'executed', 'unregistered', 'sale', 'deed']",PREMISE
"['father', 'gave', 'consent', 'said', 'sale', 'deed']",PREMISE
"['expert', 'person', 'sale', 'purchase']",PREMISE
"['said', 'family', 'relationship', 'wife', 'kept', 'faith', 'necessary', 'compliance', 'said', 'original', 'kept', 'custody', 'permission', 'name', 'applicant', 'extract', 'revenue', 'record', 'measurement', 'plot']",PREMISE
"['huge', 'amount', 'time', 'time', 'pretext', 'said', 'work', 'make', 'assured', 'legal']",PREMISE
"['along', 'misuse', 'property']",PREMISE
"['wife', 'back', 'original', 'instead', 'threatening', 'wife', 'got', 'executed', 'deceased', 'mother', 'owner', 'property', 'huge', 'amount', 'cheque', 'cash', 'account', 'wife']",PREMISE
"['twisting', 'fact', 'false', 'complaint']",PREMISE
"['bail', 'application', 'applicant', 'ground', 'investigation', 'pending']",PREMISE
['yet'],PREMISE
"['said', 'plot', 'possession', 'electric', 'meter', 'standing', 'name']",PREMISE
"['per', 'principle', 'part', 'performance', 'husband', 'possession', 'plot']",PREMISE
"['suppressed', 'complaint', 'tried', 'mislead', 'police']",PREMISE
"['detention', 'necessary']",PREMISE
"['may', 'bail']",CONCLUSION
"['strongly', 'opposed', 'application']",PREMISE
"['contention', 'investigation', 'yet']",PREMISE
['serious'],PREMISE
"['applicant', 'bail', 'possibility', 'prosecution', 'evidence']",PREMISE
"['informed', 'blank', 'stamp', 'paper', 'found', 'intention', 'prepare', 'false', 'forged', 'document']",PREMISE
